league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
ITA-Serie A,2024,Fiorentina,Yacine Adli,FRA,MF,24-256,2000,22,14,1125,12.5,3,4,7,3,0,0,3,1,0.5,0.5,2.2,2.6,22,97,23,0.24,0.32,0.56,0.24,0.56,0.04,0.17,0.21,0.04,0.21,standard
ITA-Serie A,2024,Genoa,Aarón Martín,ESP,DF,27-354,1997,29,29,2536,28.2,0,4,4,0,0,0,5,0,0.7,0.7,4.6,5.3,44,82,99,0.0,0.14,0.14,0.0,0.14,0.03,0.16,0.19,0.03,0.19,standard
ITA-Serie A,2024,Genoa,Alan Matturro,URU,DF,20-182,2004,13,9,900,10.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,12,15,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Genoa,Alessandro Marcandalli,ITA,DF,22-198,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Alessandro Vogliacco,ITA,DF,26-209,1998,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.0,0.25,0.25,0.25,0.17,0.0,0.17,0.17,0.17,standard
ITA-Serie A,2024,Genoa,Alessandro Zanoli,ITA,"FW,DF",24-190,2000,26,18,1556,17.3,1,0,1,1,0,0,3,0,0.4,0.4,1.6,2.0,61,26,87,0.06,0.0,0.06,0.06,0.06,0.02,0.09,0.12,0.02,0.12,standard
ITA-Serie A,2024,Genoa,Andrea Pinamonti,ITA,FW,25-327,1999,30,28,2413,26.8,8,1,9,8,0,1,3,0,7.1,6.3,1.6,7.9,16,39,117,0.3,0.04,0.34,0.3,0.34,0.26,0.06,0.32,0.24,0.3,standard
ITA-Serie A,2024,Genoa,Brooke Norton-Cuffy,ENG,"DF,MF",21-089,2004,8,2,206,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,5,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard
ITA-Serie A,2024,Genoa,Caleb Ekuban,GHA,FW,31-019,1994,15,3,484,5.4,1,3,4,1,0,0,1,0,2.8,2.8,0.7,3.5,5,7,40,0.19,0.56,0.74,0.19,0.74,0.51,0.13,0.65,0.51,0.65,standard
ITA-Serie A,2024,Genoa,David Akpan Ankeye,NGA,"FW,MF",23-056,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Emil Bohinen,NOR,MF,26-030,1999,3,1,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09,standard
ITA-Serie A,2024,Genoa,Fabio Miretti,ITA,"MF,FW",21-251,2003,24,21,1598,17.8,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,53,97,0.17,0.17,0.34,0.17,0.34,0.18,0.11,0.29,0.18,0.29,standard
ITA-Serie A,2024,Genoa,Federico Accornero,ITA,MF,21-065,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Filippo Melegoni,ITA,"MF,FW",26-052,1999,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,2,0.0,1.01,1.01,0.0,1.01,0.04,0.51,0.55,0.04,0.55,standard
ITA-Serie A,2024,Genoa,Gastón Pereiro,URU,MF,29-304,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Honest Ahanor,ITA,DF,17-047,2008,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard
ITA-Serie A,2024,Genoa,Jean Onana,CMR,MF,25-093,2000,6,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard
ITA-Serie A,2024,Genoa,Jeff Ekhator,ITA,"FW,MF",18-151,2006,20,5,659,7.3,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,4,14,44,0.14,0.14,0.27,0.14,0.27,0.18,0.13,0.31,0.18,0.31,standard
ITA-Serie A,2024,Genoa,Johan Vásquez,MEX,DF,26-171,1998,30,28,2557,28.4,2,0,2,2,0,0,7,0,2.2,2.2,0.3,2.5,29,82,12,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,standard
ITA-Serie A,2024,Genoa,Junior Messias,BRA,"MF,FW",33-333,1991,11,5,544,6.0,1,1,2,1,0,1,1,0,2.0,1.1,0.3,1.4,21,22,35,0.17,0.17,0.33,0.17,0.33,0.33,0.05,0.38,0.18,0.22,standard
ITA-Serie A,2024,Genoa,Koni De Winter,BEL,DF,22-303,2002,19,18,1629,18.1,3,0,3,3,0,0,5,0,1.7,1.7,0.2,1.9,8,47,8,0.17,0.0,0.17,0.17,0.17,0.1,0.01,0.11,0.1,0.11,standard
ITA-Serie A,2024,Genoa,Lior Kasa,ISR,"MF,FW",19-196,2005,6,1,163,1.8,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,6,7,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.21,0.17,0.21,standard
ITA-Serie A,2024,Genoa,Lorenzo Venturino,ITA,"FW,MF",18-293,2006,3,0,62,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,2,3,0.0,0.0,0.0,0.0,0.0,0.47,0.23,0.69,0.47,0.69,standard
ITA-Serie A,2024,Genoa,Mario Balotelli,ITA,"FW,MF",34-242,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard
ITA-Serie A,2024,Genoa,Mattia Bani,ITA,DF,31-122,1993,17,17,1333,14.8,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.8,6,23,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,standard
ITA-Serie A,2024,Genoa,Maxwel Cornet,CIV,"FW,MF",28-196,1996,6,2,237,2.6,2,1,3,2,0,0,0,0,1.0,1.0,0.6,1.6,8,4,26,0.76,0.38,1.14,0.76,1.14,0.39,0.23,0.61,0.39,0.61,standard
ITA-Serie A,2024,Genoa,Milan Badelj,CRO,MF,36-045,1989,21,19,1345,14.9,1,0,1,1,0,0,2,0,1.0,1.0,1.1,2.1,7,80,14,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.14,standard
ITA-Serie A,2024,Genoa,Morten Frendrup,DEN,MF,24-004,2001,30,30,2653,29.5,2,0,2,2,0,0,5,0,1.4,1.4,0.7,2.0,20,91,26,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,standard
ITA-Serie A,2024,Genoa,Morten Thorsby,NOR,MF,28-341,1996,25,19,1632,18.1,0,1,1,0,0,0,5,0,2.5,2.5,1.9,4.4,21,53,62,0.0,0.06,0.06,0.0,0.06,0.14,0.1,0.24,0.14,0.24,standard
ITA-Serie A,2024,Genoa,Nicola Leali,ITA,GK,32-053,1993,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Patrizio Masini,ITA,MF,24-074,2001,19,9,919,10.2,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,13,31,18,0.1,0.0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05,standard
ITA-Serie A,2024,Genoa,Pierluigi Gollini,ITA,GK,30-024,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",31-342,1993,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.0,0.47,0.47,0.0,0.47,0.06,0.35,0.41,0.06,0.41,standard
ITA-Serie A,2024,Genoa,Stefano Sabelli,ITA,DF,32-088,1993,27,19,1740,19.3,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,30,72,38,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.08,0.01,0.08,standard
ITA-Serie A,2024,Genoa,Vitinha,POR,"FW,MF",25-027,2000,18,11,946,10.5,0,2,2,0,0,0,1,0,1.1,1.1,2.7,3.8,22,14,56,0.0,0.19,0.19,0.0,0.19,0.1,0.26,0.36,0.1,0.36,standard
ITA-Serie A,2024,Hellas Verona,Abdou Harroui,NED,"MF,FW",27-088,1998,10,5,463,5.1,1,2,3,1,0,0,1,0,2.2,2.2,0.4,2.6,23,21,34,0.19,0.39,0.58,0.19,0.58,0.43,0.09,0.51,0.43,0.51,standard
ITA-Serie A,2024,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18-171,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,standard
ITA-Serie A,2024,Hellas Verona,Amin Sarr,SWE,FW,24-031,2001,25,18,1394,15.5,4,1,5,4,0,0,0,0,2.4,2.4,2.0,4.4,25,30,72,0.26,0.06,0.32,0.26,0.32,0.16,0.13,0.29,0.16,0.29,standard
ITA-Serie A,2024,Hellas Verona,Antoine Bernede,FRA,MF,25-320,1999,7,4,303,3.4,1,0,1,1,0,0,0,0,0.8,0.8,0.2,0.9,5,14,12,0.3,0.0,0.3,0.3,0.3,0.22,0.05,0.27,0.22,0.27,standard
ITA-Serie A,2024,Hellas Verona,Casper Tengstedt,DEN,"FW,MF",24-314,2000,22,18,1383,15.4,6,1,7,5,1,1,2,0,5.3,4.5,0.9,5.4,28,27,78,0.39,0.07,0.46,0.33,0.39,0.34,0.06,0.4,0.29,0.35,standard
ITA-Serie A,2024,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25-082,2000,7,6,573,6.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,4,17,9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Hellas Verona,Dailon Livramento,CPV,"FW,MF",23-342,2001,23,8,815,9.1,1,1,2,1,0,0,2,1,1.4,1.4,0.9,2.3,21,12,51,0.11,0.11,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26,standard
ITA-Serie A,2024,Hellas Verona,Daniel Bandeira,POR,MF,25-000,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,25,4,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard
ITA-Serie A,2024,Hellas Verona,Daniel Mosquera,COL,FW,25-173,1999,28,9,1051,11.7,5,1,6,5,0,0,2,0,5.3,5.3,1.3,6.5,13,21,65,0.43,0.09,0.51,0.43,0.51,0.45,0.11,0.56,0.45,0.56,standard
ITA-Serie A,2024,Hellas Verona,Daniel Oyegoke,ENG,DF,22-098,2003,5,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Hellas Verona,Daniele Ghilardi,ITA,DF,22-095,2003,18,15,1495,16.6,0,0,0,0,0,0,6,0,0.4,0.4,0.2,0.6,7,39,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
ITA-Serie A,2024,Hellas Verona,Darko Lazović,SRB,"DF,FW",34-208,1990,25,17,1397,15.5,1,3,4,0,1,1,0,0,2.0,1.2,3.4,4.6,22,35,86,0.06,0.19,0.26,0.0,0.19,0.13,0.22,0.35,0.08,0.3,standard
ITA-Serie A,2024,Hellas Verona,Davide Faraoni,ITA,DF,33-168,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard
ITA-Serie A,2024,Hellas Verona,Diego Coppola,ITA,DF,21-104,2003,28,27,2387,26.5,1,0,1,1,0,0,9,0,0.5,0.5,0.1,0.6,4,41,2,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Hellas Verona,Domagoj Bradarić,CRO,DF,25-122,1999,22,18,1449,16.1,0,0,0,0,0,0,6,0,0.1,0.1,1.7,1.8,25,33,61,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,standard
ITA-Serie A,2024,Hellas Verona,Faride Alidou,GER,"FW,MF",23-267,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard
ITA-Serie A,2024,Hellas Verona,Flavius Daniliuc,AUT,DF,23-349,2001,16,8,904,10.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,34,8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard
ITA-Serie A,2024,Hellas Verona,Giangiacomo Magnani,ITA,DF,29-189,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.0,0.08,0.08,0.08,0.1,0.0,0.1,0.1,0.1,standard
ITA-Serie A,2024,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27-071,1998,23,8,810,9.0,1,1,2,1,0,0,3,0,0.9,0.9,1.6,2.5,10,32,24,0.11,0.11,0.22,0.11,0.22,0.1,0.17,0.27,0.1,0.27,standard
ITA-Serie A,2024,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23-209,2001,29,29,2537,28.2,2,2,4,2,0,0,6,1,1.5,1.5,1.8,3.3,71,60,128,0.07,0.07,0.14,0.07,0.14,0.05,0.06,0.12,0.05,0.12,standard
ITA-Serie A,2024,Hellas Verona,Junior Ajayi,CIV,FW,20-182,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Hellas Verona,Lorenzo Montipò,ITA,GK,29-050,1996,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Hellas Verona,Martin Frese,DEN,DF,27-097,1998,5,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19-092,2006,6,0,57,0.6,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,1,0,8,1.58,0.0,1.58,1.58,1.58,0.12,0.14,0.25,0.12,0.25,standard
ITA-Serie A,2024,Hellas Verona,Nicolás Valentini,ARG,DF,24-005,2001,7,6,541,6.0,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,0,17,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
ITA-Serie A,2024,Hellas Verona,Ondrej Duda,SVK,MF,30-127,1994,22,21,1877,20.9,1,2,3,1,0,0,10,1,0.7,0.7,2.9,3.6,15,78,19,0.05,0.1,0.14,0.05,0.14,0.04,0.14,0.17,0.04,0.17,standard
ITA-Serie A,2024,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",29-326,1995,22,20,1533,17.0,0,0,0,0,0,0,6,1,0.3,0.3,0.0,0.3,9,36,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Hellas Verona,Reda Belahyane,MAR,MF,20-314,2004,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,22,73,13,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07,standard
ITA-Serie A,2024,Hellas Verona,Simone Perilli,ITA,GK,30-094,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Hellas Verona,Suat Serdar,GER,MF,28-000,1997,15,12,959,10.7,1,1,2,1,0,0,4,1,1.7,1.7,0.9,2.7,14,37,17,0.09,0.09,0.19,0.09,0.19,0.16,0.09,0.25,0.16,0.25,standard
ITA-Serie A,2024,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22-308,2002,26,23,1847,20.5,0,0,0,0,0,0,6,1,1.6,1.6,1.8,3.4,33,77,70,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.16,0.08,0.16,standard
ITA-Serie A,2024,Hellas Verona,Yllan Okou,FRA,DF,22-109,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Inter,Alessandro Bastoni,ITA,DF,25-363,1999,29,28,2147,23.9,1,4,5,1,0,0,5,1,0.7,0.7,2.3,3.0,58,155,77,0.04,0.17,0.21,0.04,0.21,0.03,0.1,0.13,0.03,0.13,standard
ITA-Serie A,2024,Inter,Benjamin Pavard,FRA,DF,29-014,1996,21,16,1480,16.4,0,1,1,0,0,0,4,0,0.5,0.5,0.8,1.3,13,89,26,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.08,0.03,0.08,standard
ITA-Serie A,2024,Inter,Carlos Augusto,BRA,"DF,FW",26-094,1999,22,9,1173,13.0,3,1,4,3,0,0,0,0,1.7,1.7,1.3,3.0,18,47,63,0.23,0.08,0.31,0.23,0.31,0.13,0.1,0.23,0.13,0.23,standard
ITA-Serie A,2024,Inter,Davide Frattesi,ITA,MF,25-171,1999,24,6,940,10.4,5,1,6,5,0,0,1,0,3.8,3.8,0.7,4.6,20,27,35,0.48,0.1,0.57,0.48,0.57,0.37,0.07,0.44,0.37,0.44,standard
ITA-Serie A,2024,Inter,Denzel Dumfries,NED,"DF,FW",28-358,1996,25,19,1761,19.6,6,2,8,6,0,0,4,0,5.1,5.1,2.6,7.7,45,45,155,0.31,0.1,0.41,0.31,0.41,0.26,0.13,0.39,0.26,0.39,standard
ITA-Serie A,2024,Inter,Federico Dimarco,ITA,"DF,FW",27-152,1997,26,25,1836,20.4,4,6,10,4,0,0,3,0,2.8,2.8,5.2,8.0,35,71,205,0.2,0.29,0.49,0.2,0.49,0.14,0.26,0.39,0.14,0.39,standard
ITA-Serie A,2024,Inter,Francesco Acerbi,ITA,DF,37-060,1988,17,17,1390,15.4,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.9,13,52,16,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,standard
ITA-Serie A,2024,Inter,Hakan Çalhanoğlu,TUR,MF,31-062,1994,23,21,1507,16.7,5,4,9,2,3,4,3,0,4.0,0.9,4.4,5.3,42,135,36,0.3,0.24,0.54,0.12,0.36,0.24,0.26,0.51,0.05,0.32,standard
ITA-Serie A,2024,Inter,Henrikh Mkhitaryan,ARM,MF,36-080,1989,29,28,2220,24.7,1,4,5,1,0,0,3,0,1.5,1.5,2.7,4.2,69,190,88,0.04,0.16,0.2,0.04,0.2,0.06,0.11,0.17,0.06,0.17,standard
ITA-Serie A,2024,Inter,Joaquín Correa,ARG,"FW,MF",30-241,1994,12,2,315,3.5,1,2,3,1,0,0,2,0,0.9,0.9,1.5,2.3,7,19,22,0.29,0.57,0.86,0.29,0.86,0.24,0.41,0.66,0.24,0.66,standard
ITA-Serie A,2024,Inter,Josep Martinez,ESP,GK,26-319,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Inter,Kristjan Asllani,ALB,MF,23-033,2002,18,7,711,7.9,0,2,2,0,0,0,4,0,0.8,0.8,1.6,2.4,7,47,17,0.0,0.25,0.25,0.0,0.25,0.1,0.2,0.31,0.1,0.31,standard
ITA-Serie A,2024,Inter,Lautaro Martínez,ARG,FW,27-232,1997,28,28,2321,25.8,11,3,14,11,0,0,0,0,12.0,12.0,4.0,16.0,30,62,173,0.43,0.12,0.54,0.43,0.54,0.47,0.16,0.62,0.47,0.62,standard
ITA-Serie A,2024,Inter,Marcus Thuram,FRA,FW,27-248,1997,30,26,2176,24.2,14,4,18,14,0,0,1,0,9.8,9.8,4.3,14.2,61,52,164,0.58,0.17,0.74,0.58,0.74,0.41,0.18,0.59,0.41,0.59,standard
ITA-Serie A,2024,Inter,Marko Arnautović,AUT,FW,35-357,1989,12,2,303,3.4,3,1,4,3,0,0,1,0,2.3,2.3,0.5,2.8,2,10,40,0.89,0.3,1.19,0.89,1.19,0.68,0.14,0.82,0.68,0.82,standard
ITA-Serie A,2024,Inter,Matteo Darmian,ITA,DF,35-130,1989,23,15,1331,14.8,3,2,5,3,0,0,2,0,1.5,1.5,1.4,3.0,10,32,80,0.2,0.14,0.34,0.2,0.34,0.1,0.1,0.2,0.1,0.2,standard
ITA-Serie A,2024,Inter,Mehdi Taremi,IRN,FW,32-267,1992,21,4,563,6.3,1,1,2,0,1,1,1,0,2.9,2.1,1.1,3.3,8,22,33,0.16,0.16,0.32,0.0,0.16,0.47,0.18,0.65,0.34,0.52,standard
ITA-Serie A,2024,Inter,Nicola Zalewski,POL,DF,23-078,2002,5,0,117,1.3,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,12,3,17,0.0,0.77,0.77,0.0,0.77,0.05,0.4,0.46,0.05,0.46,standard
ITA-Serie A,2024,Inter,Nicolò Barella,ITA,MF,28-063,1997,27,25,2084,23.2,3,6,9,3,0,0,4,0,2.1,2.1,4.1,6.2,55,188,111,0.13,0.26,0.39,0.13,0.39,0.09,0.18,0.27,0.09,0.27,standard
ITA-Serie A,2024,Inter,Piotr Zieliński,POL,MF,30-326,1994,22,6,840,9.3,2,2,4,0,2,2,0,0,2.5,0.9,0.9,1.8,22,57,21,0.21,0.21,0.43,0.0,0.21,0.27,0.09,0.36,0.1,0.19,standard
ITA-Serie A,2024,Inter,Stefan de Vrij,NED,DF,33-065,1992,22,14,1366,15.2,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,8,66,4,0.13,0.0,0.13,0.13,0.13,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Inter,Tajon Buchanan,CAN,"DF,FW",26-062,1999,6,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,standard
ITA-Serie A,2024,Inter,Tomás Palacios,ARG,DF,21-348,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Inter,Yann Aurel Bisseck,GER,DF,24-133,2000,20,12,1212,13.5,1,2,3,1,0,0,3,0,2.2,2.2,0.6,2.8,25,64,37,0.07,0.15,0.22,0.07,0.22,0.16,0.04,0.21,0.16,0.21,standard
ITA-Serie A,2024,Inter,Yann Sommer,SUI,GK,36-115,1988,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Juventus,Alberto costa,POR,DF,21-194,2003,3,0,99,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,13,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Juventus,Andrea Cambiaso,ITA,"DF,FW",25-050,2000,27,20,1838,20.4,2,1,3,2,0,0,4,0,0.5,0.5,2.2,2.7,71,96,98,0.1,0.05,0.15,0.1,0.15,0.02,0.11,0.13,0.02,0.13,standard
ITA-Serie A,2024,Juventus,Danilo,BRA,DF,33-270,1991,12,6,581,6.5,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,16,45,7,0.0,0.15,0.15,0.0,0.15,0.02,0.06,0.08,0.02,0.08,standard
ITA-Serie A,2024,Juventus,Diego Pugno,ITA,FW,18-278,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.0,0.76,standard
ITA-Serie A,2024,Juventus,Douglas Luiz,BRA,MF,26-337,1998,15,3,488,5.4,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,16,33,12,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26,standard
ITA-Serie A,2024,Juventus,Dušan Vlahović,SRB,FW,25-073,2000,24,19,1635,18.2,9,2,11,5,4,4,3,0,11.0,7.9,1.1,9.0,23,18,99,0.5,0.11,0.61,0.28,0.39,0.61,0.06,0.67,0.43,0.5,standard
ITA-Serie A,2024,Juventus,Federico Gatti,ITA,DF,26-291,1998,28,26,2185,24.3,1,0,1,1,0,0,2,0,2.5,2.5,0.5,2.9,24,73,6,0.04,0.0,0.04,0.04,0.04,0.1,0.02,0.12,0.1,0.12,standard
ITA-Serie A,2024,Juventus,Francisco Conceição,POR,"FW,MF",22-118,2002,20,10,1052,11.7,3,3,6,3,0,0,5,1,1.6,1.6,4.0,5.7,73,25,120,0.26,0.26,0.51,0.26,0.51,0.14,0.35,0.49,0.14,0.49,standard
ITA-Serie A,2024,Juventus,Gleison Bremer,BRA,DF,28-024,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,21,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Juventus,Jonas Rouhi,SWE,DF,21-094,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
