league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,90s_defense
FRA-Ligue 1,2021,Nîmes,Clément Depres,FRA,FW,25,1994.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,25,1994.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,25,1994.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,25,1994.0,0.2,4,5,80.0,55,15,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,FW,25,1994.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,FW,25,1994.0,,6,0,1,2,3,0,6,1,0,0.0,1,100.0,5,11,3,0,0,0,0,0,6,2,possession,0.2
FRA-Ligue 1,2021,Rennes,Clément Grenier,FRA,"MF,FW",29,1991.0,23,12,1078,12.0,4,3,7,3,1,1,3,0,2.6,1.8,2.2,4.0,17,90,63,0.33,0.25,0.58,0.25,0.5,0.22,0.19,0.4,0.15,0.34,standard,FRA,"MF,FW",29,1991.0,12.0,20,8,9,8,3,7,31,22.6,24,7,0,7,5,25,3,0,defense,FRA,"MF,FW",29,1991.0,12.0,4,26,8,30.8,2.17,0.67,0.12,0.38,24.5,8,1,1,2.6,1.8,0.07,1.4,1.2,shooting,FRA,"MF,FW",29,1991.0,12.0,717,905,79.2,11958,2984,387,440,88.0,226,272,83.1,82,138,59.4,3,2.2,2.0,0.8,25,73,8,1,90,passing,FRA,"MF,FW",29,1991.0,12.0,3,0,0,28,15,0,56,5,8,0,0,0,63,8,12,40.0,misc,FRA,"MF,FW",29,1991.0,,1010,3,97,573,344,25,1009,18,9,50.0,9,50.0,557,2205,1029,17,23,1,20,9,771,63,possession,12.0
FRA-Ligue 1,2021,Lens,Clément Michelin,FRA,DF,23,1997.0,26,13,1154,12.8,0,4,4,0,0,0,3,2,0.4,0.4,3.7,4.1,18,27,64,0.0,0.31,0.31,0.0,0.31,0.03,0.29,0.32,0.03,0.32,standard,FRA,DF,23,1997.0,12.8,25,19,13,9,3,9,16,56.3,7,13,4,9,25,50,32,0,defense,FRA,DF,23,1997.0,12.8,0,11,2,18.2,0.86,0.16,0.0,0.0,28.9,5,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,FRA,DF,23,1997.0,12.8,480,681,70.5,9126,3243,188,227,82.8,226,277,81.6,55,131,42.0,4,3.7,2.5,0.3,17,27,13,11,27,passing,FRA,DF,23,1997.0,12.8,3,2,1,23,13,4,84,25,19,0,1,0,58,25,20,55.6,misc,FRA,DF,23,1997.0,,803,43,198,362,250,11,803,7,4,57.1,3,42.9,381,1934,908,18,21,1,11,4,443,64,possession,12.8
FRA-Ligue 1,2021,Montpellier,Clément Vidal,FRA,DF,20,2000.0,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,20,2000.0,1.0,2,1,1,1,0,2,4,50.0,2,4,4,0,1,3,6,1,defense,FRA,DF,20,2000.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,20,2000.0,1.0,28,34,82.4,641,217,8,8,100.0,14,16,87.5,6,10,60.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,DF,20,2000.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,6,0,1,0.0,misc,FRA,DF,20,2000.0,,47,11,29,18,0,0,47,0,0,,0,,25,118,61,1,0,0,0,0,29,0,possession,1.0
FRA-Ligue 1,2021,Angers,Casimir Ninga,CHA,FW,27,1993.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CHA,FW,27,1993.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,CHA,FW,27,1993.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CHA,FW,27,1993.0,0.3,7,10,70.0,147,67,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,2,0,4,passing,CHA,FW,27,1993.0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0.0,misc,CHA,FW,27,1993.0,,14,2,3,6,5,0,14,1,1,100.0,0,0.0,7,41,26,0,0,0,2,0,9,3,possession,0.3
FRA-Ligue 1,2021,Monaco,Cesc Fàbregas,ESP,"MF,FW",33,1987.0,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10,115,48,0.21,0.31,0.51,0.0,0.31,0.33,0.34,0.67,0.16,0.51,standard,ESP,"MF,FW",33,1987.0,9.7,20,12,6,9,5,9,22,40.9,13,11,1,10,13,33,3,0,defense,ESP,"MF,FW",33,1987.0,9.7,2,8,2,25.0,0.82,0.21,0.0,0.0,20.1,1,2,2,3.2,1.6,0.2,-1.2,-1.6,shooting,ESP,"MF,FW",33,1987.0,9.7,634,809,78.4,11308,4237,280,324,86.4,236,282,83.7,87,144,60.4,3,3.3,3.1,-0.3,25,89,19,4,115,passing,ESP,"MF,FW",33,1987.0,9.7,2,0,0,14,12,0,69,13,12,0,0,0,54,7,7,50.0,misc,ESP,"MF,FW",33,1987.0,,897,8,127,495,280,27,895,11,6,54.5,5,45.5,457,1696,858,10,6,2,17,9,662,48,possession,9.7
FRA-Ligue 1,2021,Saint-Étienne,Charles Abi,FRA,"FW,MF",20,2000.0,24,9,912,10.1,3,2,5,3,0,0,1,0,2.1,2.1,0.3,2.4,13,21,48,0.3,0.2,0.49,0.3,0.49,0.21,0.03,0.24,0.21,0.24,standard,FRA,"FW,MF",20,2000.0,10.1,8,2,5,0,3,3,12,25.0,9,6,2,4,4,12,5,0,defense,FRA,"FW,MF",20,2000.0,10.1,3,19,4,21.1,1.87,0.39,0.16,0.75,12.5,0,0,0,2.1,2.1,0.11,0.9,0.9,shooting,FRA,"FW,MF",20,2000.0,10.1,128,202,63.4,1703,317,81,111,73.0,27,44,61.4,9,17,52.9,2,0.3,0.3,1.7,6,11,6,0,21,passing,FRA,"FW,MF",20,2000.0,10.1,1,0,0,18,7,7,3,4,2,0,0,0,26,37,59,38.5,misc,FRA,"FW,MF",20,2000.0,,320,9,38,138,146,36,320,24,12,50.0,12,50.0,166,1056,424,13,15,2,33,20,242,48,possession,10.1
FRA-Ligue 1,2021,Dijon,Charles Costes,FRA,MF,17,2002.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,17,2002.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,MF,17,2002.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,17,2002.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,17,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,MF,17,2002.0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,0.0
FRA-Ligue 1,2021,Nantes,Charles Traore,MLI,DF,28,1992.0,22,19,1700,18.9,1,0,1,1,0,0,6,0,0.2,0.2,0.3,0.4,38,55,58,0.05,0.0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02,standard,MLI,DF,28,1992.0,18.9,53,34,30,17,6,27,54,50.0,27,26,5,21,36,89,65,0,defense,MLI,DF,28,1992.0,18.9,1,3,2,66.7,0.16,0.11,0.33,0.5,23.3,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting,MLI,DF,28,1992.0,18.9,660,959,68.8,11339,4436,332,390,85.1,260,372,69.9,62,161,38.5,0,0.3,0.4,-0.3,5,50,8,3,55,passing,MLI,DF,28,1992.0,18.9,6,0,0,31,22,1,34,36,34,0,1,0,105,37,17,68.5,misc,MLI,DF,28,1992.0,,1181,66,372,581,236,8,1181,15,5,33.3,10,66.7,508,2314,1299,38,21,5,26,9,578,58,possession,18.9
FRA-Ligue 1,2021,Lens,Cheick Doucouré,MLI,MF,20,2000.0,33,30,2627,29.2,2,1,3,2,0,0,8,0,1.3,1.3,1.1,2.4,45,179,44,0.07,0.03,0.1,0.07,0.1,0.05,0.04,0.08,0.05,0.08,standard,MLI,MF,20,2000.0,29.2,87,47,40,42,5,32,65,49.2,33,20,4,16,52,139,26,1,defense,MLI,MF,20,2000.0,29.2,2,35,5,14.3,1.2,0.17,0.06,0.4,25.8,0,0,0,1.3,1.3,0.04,0.7,0.7,shooting,MLI,MF,20,2000.0,29.2,1252,1453,86.2,22108,5664,552,621,88.9,523,569,91.9,138,176,78.4,1,1.1,1.7,-0.1,26,143,17,0,179,passing,MLI,MF,20,2000.0,29.2,8,0,0,45,15,0,3,52,47,0,0,0,220,25,22,53.2,misc,MLI,MF,20,2000.0,,1745,47,318,1150,291,20,1745,47,38,80.9,9,19.1,967,5102,2634,45,38,4,31,24,1110,44,possession,29.2
FRA-Ligue 1,2021,Marseille,Cheick Souaré,FRA,MF,17,2002.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,17,2002.0,0.1,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,defense,FRA,MF,17,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,17,2002.0,0.1,2,3,66.7,42,10,1,2,50.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,17,2002.0,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,misc,FRA,MF,17,2002.0,,6,0,2,2,2,0,6,0,0,,0,,2,1,1,0,0,0,0,0,2,0,possession,0.1
FRA-Ligue 1,2021,Lens,Cheick Traoré,MLI,DF,25,1995.0,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MLI,DF,25,1995.0,0.4,2,2,1,1,0,2,4,50.0,2,1,0,1,2,4,1,0,defense,MLI,DF,25,1995.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MLI,DF,25,1995.0,0.4,16,26,61.5,257,123,8,10,80.0,6,11,54.5,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,MLI,DF,25,1995.0,0.4,0,0,0,1,1,0,1,2,2,0,0,0,3,2,1,66.7,misc,MLI,DF,25,1995.0,,35,2,12,16,8,1,35,1,1,100.0,0,0.0,11,96,42,1,0,0,2,0,12,1,possession,0.4
FRA-Ligue 1,2021,Lens,Aleksandar Radovanović,SRB,DF,26,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,DF,26,1993.0,1.0,1,1,0,1,0,0,0,,0,2,1,1,0,1,2,0,defense,SRB,DF,26,1993.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,DF,26,1993.0,1.0,31,45,68.9,632,191,9,14,64.3,17,22,77.3,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,1,passing,SRB,DF,26,1993.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,100.0,misc,SRB,DF,26,1993.0,,53,3,29,24,0,0,53,0,0,,0,,29,104,43,0,0,0,0,0,34,0,possession,1.0
FRA-Ligue 1,2021,Monaco,Aleksandr Golovin,RUS,"MF,FW",24,1996.0,21,12,1069,11.9,5,9,14,5,0,0,2,0,2.9,2.9,5.4,8.3,45,36,93,0.42,0.76,1.18,0.42,1.18,0.25,0.45,0.7,0.25,0.7,standard,RUS,"MF,FW",24,1996.0,11.9,28,16,6,18,4,8,39,20.5,31,21,0,21,11,39,3,0,defense,RUS,"MF,FW",24,1996.0,11.9,5,27,12,44.4,2.27,1.01,0.19,0.42,19.2,1,0,0,2.9,2.9,0.11,2.1,2.1,shooting,RUS,"MF,FW",24,1996.0,11.9,396,585,67.7,6199,1654,215,253,85.0,120,177,67.8,35,90,38.9,9,5.4,4.2,3.6,35,25,16,4,36,passing,RUS,"MF,FW",24,1996.0,11.9,2,0,0,19,13,3,102,11,16,0,0,0,89,11,16,40.7,misc,RUS,"MF,FW",24,1996.0,,736,5,58,319,370,50,736,33,18,54.5,15,45.5,403,2574,1341,45,29,11,29,12,459,93,possession,11.9
FRA-Ligue 1,2021,Paris S-G,Alessandro Florenzi,ITA,DF,29,1991.0,21,18,1538,17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,standard,ITA,DF,29,1991.0,17.1,24,16,9,9,6,12,29,41.4,17,7,1,6,17,41,25,0,defense,ITA,DF,29,1991.0,17.1,2,21,8,38.1,1.23,0.47,0.1,0.25,18.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2,shooting,ITA,DF,29,1991.0,17.1,815,1009,80.8,12776,3224,436,474,92.0,286,351,81.5,58,120,48.3,1,2.4,2.9,-1.4,18,45,25,16,63,passing,ITA,DF,29,1991.0,17.1,1,0,0,10,7,2,80,17,16,0,0,0,86,13,20,39.4,misc,ITA,DF,29,1991.0,,1128,46,251,515,367,51,1128,11,5,45.5,6,54.5,623,2635,1388,27,20,9,9,2,780,148,possession,17.1
FRA-Ligue 1,2021,Strasbourg,Alexander Djiku,GHA,"DF,MF",25,1994.0,30,29,2552,28.4,0,0,0,0,0,0,8,0,2.0,2.0,0.6,2.7,11,83,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,standard,GHA,"DF,MF",25,1994.0,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,0,defense,GHA,"DF,MF",25,1994.0,28.4,0,16,3,18.8,0.56,0.11,0.0,0.0,17.1,1,0,0,2.0,2.0,0.14,-2.0,-2.0,shooting,GHA,"DF,MF",25,1994.0,28.4,1134,1351,83.9,24532,9351,264,296,89.2,671,741,90.6,182,269,67.7,0,0.6,0.6,-0.6,4,70,1,0,83,passing,GHA,"DF,MF",25,1994.0,28.4,8,0,0,50,36,2,8,91,41,0,2,0,152,53,36,59.6,misc,GHA,"DF,MF",25,1994.0,,1670,159,885,722,75,22,1670,6,5,83.3,1,16.7,918,4598,2139,11,11,0,9,7,1022,7,possession,28.4
FRA-Ligue 1,2021,Metz,Alexandre Oukidja,ALG,GK,32,1988.0,34,34,3058,34.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALG,GK,32,1988.0,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,17,3,defense,ALG,GK,32,1988.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALG,GK,32,1988.0,34.0,679,1042,65.2,22897,18004,73,75,97.3,274,280,97.9,329,677,48.6,0,0.0,0.1,0.0,1,18,1,0,3,passing,ALG,GK,32,1988.0,34.0,3,1,0,1,11,0,0,0,0,0,1,0,43,16,4,80.0,misc,ALG,GK,32,1988.0,,1119,954,1105,14,0,0,1119,3,3,100.0,0,0.0,537,3261,2172,0,0,0,1,0,337,1,possession,34.0
FRA-Ligue 1,2021,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998.0,30,21,1910,21.2,4,5,9,4,0,0,2,0,3.8,3.8,3.8,7.6,61,76,116,0.19,0.24,0.42,0.19,0.42,0.18,0.18,0.36,0.18,0.36,standard,FRA,"MF,FW",22,1998.0,21.2,40,19,17,14,9,14,48,29.2,34,16,2,14,14,54,3,0,defense,FRA,"MF,FW",22,1998.0,21.2,4,34,15,44.1,1.6,0.71,0.12,0.27,18.9,3,0,0,3.8,3.8,0.12,0.2,0.2,shooting,FRA,"MF,FW",22,1998.0,21.2,604,753,80.2,8863,1843,336,378,88.9,190,238,79.8,42,73,57.5,5,3.8,2.5,1.2,35,46,11,1,76,passing,FRA,"MF,FW",22,1998.0,21.2,2,0,0,24,54,1,57,14,19,0,0,0,95,8,19,29.6,misc,FRA,"MF,FW",22,1998.0,,996,12,139,465,414,55,996,73,48,65.8,25,34.2,681,3938,2119,61,45,20,62,43,751,116,possession,21.2
FRA-Ligue 1,2021,Reims,Alexis Flips,FRA,"MF,FW",20,2000.0,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.0,2.09,2.09,2.09,0.1,0.0,0.1,0.1,0.1,standard,FRA,"MF,FW",20,2000.0,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,defense,FRA,"MF,FW",20,2000.0,0.5,1,2,1,50.0,4.19,2.09,0.5,1.0,33.1,0,0,0,0.0,0.0,0.02,1.0,1.0,shooting,FRA,"MF,FW",20,2000.0,0.5,9,17,52.9,180,65,4,4,100.0,4,8,50.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,"MF,FW",20,2000.0,0.5,0,0,0,1,1,0,5,0,0,0,0,0,3,0,0,,misc,FRA,"MF,FW",20,2000.0,,28,0,5,12,13,2,28,2,0,0.0,2,100.0,20,92,33,0,1,0,5,0,21,4,possession,0.5
FRA-Ligue 1,2021,Nice,Alexis Trouillet,FRA,"MF,FW",19,2000.0,5,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,8,5,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,standard,FRA,"MF,FW",19,2000.0,1.2,5,4,1,4,0,4,5,80.0,1,0,0,0,3,8,0,0,defense,FRA,"MF,FW",19,2000.0,1.2,0,2,0,0.0,1.65,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,FRA,"MF,FW",19,2000.0,1.2,57,68,83.8,1054,277,25,27,92.6,26,30,86.7,6,9,66.7,0,0.1,0.1,-0.1,2,9,1,0,8,passing,FRA,"MF,FW",19,2000.0,1.2,0,0,0,2,4,0,2,3,4,0,0,0,13,0,1,0.0,misc,FRA,"MF,FW",19,2000.0,,89,2,11,60,20,1,89,5,4,80.0,1,20.0,58,255,130,2,4,0,3,3,63,5,possession,1.2
FRA-Ligue 1,2021,Saint-Étienne,Bilal Benkhedim,FRA,FW,19,2001.0,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,standard,FRA,FW,19,2001.0,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,defense,FRA,FW,19,2001.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,19,2001.0,0.8,32,48,66.7,524,66,19,23,82.6,9,15,60.0,3,8,37.5,0,0.1,0.0,-0.1,1,0,0,0,1,passing,FRA,FW,19,2001.0,0.8,0,0,0,1,1,0,11,0,0,0,0,0,6,0,2,0.0,misc,FRA,FW,19,2001.0,,58,0,4,28,26,2,58,3,2,66.7,1,33.3,33,163,57,0,1,0,6,1,37,9,possession,0.8
FRA-Ligue 1,2021,Strasbourg,Bingourou Kamara,SEN,GK,23,1996.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,GK,23,1996.0,8.0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,1,defense,SEN,GK,23,1996.0,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,GK,23,1996.0,8.0,164,245,66.9,5283,4490,25,25,100.0,63,63,100.0,75,156,48.1,0,0.0,0.0,0.0,0,3,0,0,0,passing,SEN,GK,23,1996.0,8.0,0,0,0,1,1,0,0,1,1,0,0,1,15,0,0,,misc,SEN,GK,23,1996.0,,262,222,260,2,0,0,262,0,0,,0,,126,597,314,0,0,0,0,0,113,0,possession,8.0
FRA-Ligue 1,2021,Nîmes,Birger Meling,NOR,DF,25,1994.0,26,26,2328,25.9,2,3,5,2,0,0,4,0,0.6,0.6,1.9,2.5,53,107,98,0.08,0.12,0.19,0.08,0.19,0.02,0.07,0.1,0.02,0.1,standard,NOR,DF,25,1994.0,25.9,49,31,27,15,7,33,50,66.0,17,43,9,34,36,85,70,0,defense,NOR,DF,25,1994.0,25.9,2,13,6,46.2,0.5,0.23,0.15,0.33,17.0,0,0,0,0.6,0.6,0.05,1.4,1.4,shooting,NOR,DF,25,1994.0,25.9,1036,1303,79.5,16602,5512,544,611,89.0,385,463,83.2,78,140,55.7,3,1.9,2.0,1.1,19,82,17,5,107,passing,NOR,DF,25,1994.0,25.9,4,0,0,15,39,1,39,36,31,0,0,0,140,21,17,55.3,misc,NOR,DF,25,1994.0,,1591,103,543,689,373,34,1591,24,16,66.7,8,33.3,748,4102,2078,53,35,11,32,10,811,98,possession,25.9
FRA-Ligue 1,2021,Strasbourg,Adrien Thomasson,FRA,"MF,FW",26,1993.0,37,31,2624,29.2,5,1,6,5,0,0,8,1,6.2,6.2,4.0,10.2,37,99,159,0.17,0.03,0.21,0.17,0.21,0.21,0.14,0.35,0.21,0.35,standard,FRA,"MF,FW",26,1993.0,29.2,36,17,8,16,12,12,58,20.7,46,44,5,39,22,58,2,0,defense,FRA,"MF,FW",26,1993.0,29.2,5,47,15,31.9,1.61,0.51,0.11,0.33,16.6,0,0,0,6.2,6.2,0.13,-1.2,-1.2,shooting,FRA,"MF,FW",26,1993.0,29.2,861,1132,76.1,13438,2933,451,550,82.0,296,374,79.1,68,97,70.1,1,4.0,4.1,-3.0,36,70,23,5,99,passing,FRA,"MF,FW",26,1993.0,29.2,8,1,1,52,43,6,38,22,17,1,0,0,150,24,65,27.0,misc,FRA,"MF,FW",26,1993.0,,1441,5,134,723,598,116,1441,47,24,51.1,23,48.9,785,3653,1315,37,24,9,73,47,991,159,possession,29.2
FRA-Ligue 1,2021,Rennes,Adrien Truffert,FRA,"DF,MF",18,2001.0,29,23,1951,21.7,1,3,4,1,0,0,3,0,1.1,1.1,2.7,3.8,46,77,157,0.05,0.14,0.18,0.05,0.18,0.05,0.12,0.18,0.05,0.18,standard,FRA,"DF,MF",18,2001.0,21.7,38,18,18,12,8,13,24,54.2,11,26,5,21,18,56,38,1,defense,FRA,"DF,MF",18,2001.0,21.7,1,24,3,12.5,1.11,0.14,0.04,0.33,20.5,0,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,FRA,"DF,MF",18,2001.0,21.7,1064,1279,83.2,15992,4042,603,664,90.8,403,484,83.3,41,81,50.6,3,2.7,2.4,0.3,21,55,18,11,77,passing,FRA,"DF,MF",18,2001.0,21.7,3,0,0,23,25,0,66,18,18,1,0,0,89,18,24,42.9,misc,FRA,"DF,MF",18,2001.0,,1512,46,317,698,501,43,1512,35,18,51.4,17,48.6,841,4061,2015,46,38,9,31,14,979,157,possession,21.7
FRA-Ligue 1,2021,Dijon,Ahmad Ngouyamsa,CHA,DF,19,2000.0,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CHA,DF,19,2000.0,1.7,6,4,5,1,0,4,8,50.0,4,2,1,1,2,8,8,0,defense,CHA,DF,19,2000.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CHA,DF,19,2000.0,1.7,67,96,69.8,1248,371,27,29,93.1,31,42,73.8,8,20,40.0,0,0.0,0.0,0.0,0,3,0,0,2,passing,CHA,DF,19,2000.0,1.7,1,0,0,4,1,0,2,2,4,0,1,0,12,3,4,42.9,misc,CHA,DF,19,2000.0,,123,10,61,50,12,0,123,1,1,100.0,0,0.0,61,212,100,2,2,0,4,0,53,0,possession,1.7
